ac_from,ac_to,fraud_flag,trx_channel,trx_type,start_balance,trx_amt,mbar_region,mbar_city,mbar_registered_channel,mbar_registered_date_time,mbar_a_c_status,mbar_a_c_level,mbar_agent_group,mbar_limit_group,mbar_charge_profile,mbar_credit_dl_ml_yl,mbar_debit_dl_ml_yl,mbar_year_of_birth,mbar_last_modified_date_time,mbar_dormant_date,mbar_re_active_date,mbar_place_of_birth,mbar_account_type_name,hour_of_day,day_of_week,is_weekend,is_night,is_business_hours,is_unusual_hour,night_weekend_combo,start_balance_log,balance_change,balance_change_pct,txn_txns_3d,txn_total_amount_3d,txn_avg_amount_3d,txn_max_amount_3d,txn_min_amount_3d,txn_unique_recipients_3d,txn_unique_channels_3d,txn_unique_types_3d,txn_is_high_activity_3d,txn_multi_channel_recent,txn_amount_deviation_from_avg,txn_night_txns_3d,txn_weekend_txns_3d,user_total_txns_3d,user_total_amount_3d,user_avg_amount_3d,user_median_amount_3d,user_max_amount_3d,user_min_amount_3d,user_unique_recipients_3d,user_unique_channels_3d,user_unique_types_3d,user_total_txns_7d,user_total_amount_7d,user_avg_amount_7d,user_median_amount_7d,user_max_amount_7d,user_min_amount_7d,user_unique_recipients_7d,user_unique_channels_7d,user_unique_types_7d,user_most_used_channel_7d,user_last_used_channel,user_channel_diversity_score_7d,user_most_used_type_7d,user_last_used_type,user_type_diversity_score_7d,user_night_txns_7d,user_weekend_txns_7d,user_peak_hour_txns_7d,user_off_peak_hour_txns_7d,user_avg_start_balance_7d,user_avg_end_balance_7d,user_min_balance_7d,user_max_balance_7d,user_balance_volatility_7d,user_avg_amount_per_recipient_7d,user_max_amount_to_single_recipient_7d,user_recipient_concentration_ratio_7d,user_avg_time_between_txns_7d,user_txn_frequency_score_7d,user_days_since_last_txn,ac_from_id,ac_to_id,trx_channel_id,trx_type_id,mbar_region_id,mbar_city_id,mbar_registered_channel_id,mbar_a_c_status_id,mbar_a_c_level_id,mbar_agent_group_id,mbar_account_type_name_id,txn_unique_channels_3d_id,txn_unique_types_3d_id,user_unique_channels_3d_id,user_unique_types_3d_id,user_unique_channels_7d_id,user_unique_types_7d_id,user_most_used_channel_7d_id,user_last_used_channel_id,user_most_used_type_7d_id,user_last_used_type_id,isolation_forest_prediction,isolation_forest_probability,isolation_forest_score,best_model_used,sampling_strategy_used,_c112,min_distance_to_fraud,cluster_id,cluster_fraud_rate
wcZtgrlcErakayEGdcrktA==,/d3gEBGlyOwSvnL68U5/rg==,0,NEW_JC_APP,Transfer(C2C),0.25,1500.0,,,API,2025-02-16T19:34:01.000+05:00,Active,Level 1,Product for Minor Accounts,Rule Profile for L1 Register Customer,Charge Profile for L1 Register Customer,0,0,0,2025-02-18T10:16:07.000+05:00,1/1/1970,1/1/1970,LAHORE CANTT LAHORE,Customer Account,13,1,0,0,1,0,0,0.0,1500.0,6000.0,4,5000.0,1250.0,2700.0,600.0,1,1,1,0,0,0.2,0,3,4,1.0,0.25,0.25,0.25,0.25,1,1,1,10,2402.5,240.25,0.25,1200.25,0.25,1,1,1,NEW_JC_APP,NEW_JC_APP,0.0,Transfer(C2C),Transfer(C2C),0.0,0,3,5,5,240.25,1690.25,0.25,3000.25,480.0,240.25,1200.25,1.0,14.3,1.571428571,0,21721,561,14,31,,,0,0,1,33,1,1,1,1,1,1,1,12,15,29,35,0,0.436078308,0.257093564,Isolation Forest,Original (No Sampling),#REF!,0.0022409033148667917,0,0.0056
0vWATpTmghOutso/ggb2cg==,/QRlt6LP/rXls1Tn2L9dSA==,0,NEW_JC_APP,IBFT Outgoing Customer,126058.51,4000.0,,,BIO,2022-11-21T15:33:23.000+05:00,Active,Level 1,Product for Asaan Digital Account,Rule Profile for Asaan DigitalCustomer,Charge Profile for L1 Register Customer,0,0,1979,2025-08-05T17:25:17.000+05:00,1/1/1970,1/1/1970,VEHARI,Customer Account,1,6,1,1,0,1,1,11.74450144,-4006.19,-0.03,6,81800.0,13633.33333,40000.0,1200.0,6,1,2,0,0,-0.706601467,1,0,6,210261.46,35043.57667,4191.33,183726.51,5.56,6,1,2,21,1118931.46,53282.45048,5371.46,183726.51,0.0,13,3,4,NEW_JC_APP,NEW_JC_APP,0.95215311,Transfer(C2C),Transfer(C2B),0.94017094,1,8,10,11,53282.45048,58393.11714,0.0,183726.51,71046.4674,37415.95778,183726.51,0.153846154,6.48,3.714285714,0,1048,485,14,14,,,1,0,1,2,1,1,2,1,2,3,4,12,15,29,34,0,0.451299218,0.195422695,Isolation Forest,Original (No Sampling),#REF!,0.0,0,0.0056
otDjGxgmj3Pst9qHypqo1g==,/QRlt6LP/rXls1Tn2L9dSA==,0,NEW_JC_APP,IBFT Outgoing Customer,547.08,500.0,,,NEW_JC_APP,2022-01-10T16:15:51.000+05:00,Active,Level 1,Product for L1 Registered Customer,Rule Profile for L1 Register Customer,Charge Profile for L1 Register Customer,0,0,1999,2022-08-15T19:05:11.000+05:00,1/1/1970,1/1/1970,LAHORE LAHORE,Customer Account,22,1,0,1,0,0,0,6.304595044,-502.13,-0.91,24,88350.0,3681.25,11500.0,270.0,8,4,5,1,1,-0.86417657,10,13,24,195144.72,8131.03,7960.86,20091.32,10.93,8,4,5,40,459444.16,11486.104,9147.16,75887.93,10.93,10,4,6,NEW_JC_APP,NEW_JC_APP,0.974459725,IBFT Outgoing Customer,Utility Bills Payment,0.966871166,6,13,12,28,11486.104,8923.801,10.93,76757.93,12960.96787,11014.38649,75887.93,0.627906977,3.833333333,6.142857143,0,18968,485,14,14,,,3,0,1,15,1,4,5,4,5,4,6,12,15,13,36,0,0.445183562,0.22015062,Isolation Forest,Original (No Sampling),#REF!,0.011703147566075925,0,0.0056
Pn2BFuMKiMb7pLjOCHU/8A==,/QRlt6LP/rXls1Tn2L9dSA==,0,NEW_JC_APP,IBFT Outgoing Customer,15610.2,12500.0,,,NEW_JC_APP,2024-11-23T19:21:07.000+05:00,Active,Level 1,Product for Freelance Digital Account (FDA),Rule Profile for Freelance Digital Customers (FDA),Charge Profile for L1 Register Customer,0,0,2002,2024-12-06T03:03:29.000+05:00,1/1/1970,1/1/1970,NOWSHERA WARKAN GUJRANWALA,Customer Account,15,3,0,0,1,0,0,9.655679826,-12516.05,-0.8,37,90275.32,2439.873514,15000.0,100.0,8,4,5,1,1,4.123216401,4,11,37,372415.28,10065.27784,4940.38,151897.53,432.7,8,4,5,75,605403.31,8072.044133,4249.53,151897.53,0.0,20,4,5,NEW_JC_APP,NEW_JC_APP,0.983135301,Transfer(C2B),IBFT Outgoing Customer,0.985145172,0,20,27,48,8072.044133,7255.3864,0.0,154897.53,17730.9369,8072.044133,151897.53,0.258823529,1.952380952,12.14285714,0,9996,485,14,14,,,3,0,1,9,1,4,5,4,5,4,5,12,15,28,16,0,0.440768741,0.238042749,Isolation Forest,Original (No Sampling),#REF!,0.0,0,0.0056
74C9V20FKehPQGG6IO3aXg==,/QRlt6LP/rXls1Tn2L9dSA==,0,NEW_JC_APP,IBFT Outgoing Customer,1467.33,1000.0,,,BIO,2025-03-11T10:45:31.000+05:00,Suspended,Level 1,Product for Asaan Digital Account,Rule Profile for Asaan DigitalCustomer,OMNO L1 for App and USSD,0,0,2006,2025-07-10T08:12:22.000+05:00,1/1/1970,1/1/1970,BANDA DAUD SHAH KARAK,Customer Account,16,1,0,0,1,0,0,7.2911997,-1002.71,-0.68,30,88811.0,2960.366667,10000.0,1.0,16,1,3,1,0,-0.662204006,0,18,30,447666.66,14922.222,5245.74,129445.38,0.27,16,1,3,49,574004.88,11714.38531,5251.42,129445.38,0.0,25,1,4,NEW_JC_APP,NEW_JC_APP,0.0,IBFT Outgoing Customer,IBFT Outgoing Customer,0.979743417,0,18,31,18,11714.38531,8492.300204,0.0,129446.38,24795.3505,11714.38531,129445.38,0.526315789,2.821428571,8.142857143,0,3291,485,14,14,,,1,5,1,2,1,1,3,1,3,1,4,12,15,13,16,0,0.43673307,0.254431452,Isolation Forest,Original (No Sampling),#REF!,0.0,0,0.0056
NDhHKX9p0QmobjC+8qT/mQ==,/QRlt6LP/rXls1Tn2L9dSA==,1,USSD_API,IBFT Outgoing Customer,5130.79,5100.0,,,BIO,2024-10-21T10:37:51.000+05:00,Suspended,Level 1,Product for L1 Registered Customer,Rule Profile for L1 Register Customer,Charge Profile for L1 Register Customer,0,0,2004,2025-07-25T22:09:17.000+05:00,1/1/1970,1/1/1970,SHAKAR GARH NAROWAL,Customer Account,17,3,0,0,1,0,0,8.543014923,0.0,0.0,19,82360.0,4334.736842,6630.0,1000.0,7,2,3,1,1,0.176542011,2,5,19,261058.3,13739.91053,2971.43,188060.85,0.0,7,2,3,21,270470.52,12879.54857,4418.37,188060.85,0.0,7,2,3,USSD_API,USSD_API,0.958477509,IBFT Outgoing Customer,Transfer(C2C),0.953020134,0,7,11,10,12879.54857,11912.93667,0.0,193060.85,39358.44607,12879.54857,188060.85,0.538461538,3.76,5.2,0,9072,485,22,14,,,1,5,1,15,1,2,3,2,3,2,3,19,23,13,35,0,0.436413073,0.255732375,Isolation Forest,Original (No Sampling),#REF!,0.0,0,0.0056
wcZtgrlcErakayEGdcrktA==,/d3gEBGlyOwSvnL68U5/rg==,0,NEW_JC_APP,Transfer(C2C),7.15,1500.0,,,API,2025-02-16T19:34:01.000+05:00,Active,Level 1,Product for Minor Accounts,Rule Profile for L1 Register Customer,Charge Profile for L1 Register Customer,0,0,0,2025-02-18T10:16:07.000+05:00,1/1/1970,1/1/1970,LAHORE CANTT LAHORE,Customer Account,12,1,0,0,1,0,0,1.967112357,1500.0,209.79,2,3500.0,1750.0,2500.0,1000.0,1,1,1,0,0,-0.142857143,1,1,2,14.3,7.15,7.15,7.15,7.15,1,1,1,6,1326.0,221.0,17.15,1203.7,3.7,1,1,1,NEW_JC_APP,NEW_JC_APP,0.0,Transfer(C2C),Transfer(C2C),0.0,0,1,2,4,221.0,2471.0,3.7,3577.15,440.199362,221.0,1203.7,1.0,23.5,1.0,0,21721,561,14,31,,,0,0,1,33,1,1,1,1,1,1,1,12,15,29,35,0,0.434281598,0.264403265,Isolation Forest,Original (No Sampling),#REF!,0.0,0,0.0056
entZPveyBg6NZTUjBy06iw==,/pB4wqNMeoQE3LEqlp0SkQ==,0,Payment Gateway,Transfer(C2B),0.0,200.0,,,BIO,2021-02-07T14:44:46.000+05:00,Active,Level 1,Product for L1 Registered Customer,Rule Profile for L1 Register Customer,Charge Profile for L1 Register Customer,0,0,1998,2024-10-21T12:38:18.000+05:00,1/1/1970,1/1/1970,SAUDI ARAB,Customer Account,7,1,0,0,0,0,0,0.0,0.0,0.0,3,5108.0,1702.666667,5000.0,8.0,3,3,3,0,1,-0.882537197,2,1,3,4.76478343E8,1.588261143E8,0.0,4.76478343E8,0.0,3,3,3,5,4.76478343E8,9.52956686E7,0.0,4.76478343E8,0.0,3,4,4,Payment Gateway,Payment Gateway,0.818181818,Transfer(C2B),Transfer(C2B),0.8125,1,1,0,5,9.52956686E7,9.52956702E7,0.0,4.76478351E8,1.905913372E8,2.382391715E8,4.76478343E8,0.375,11.57142857,1.6,0,15360,635,16,30,,,1,0,1,15,1,3,3,3,3,4,4,14,17,28,34,0,0.446273488,0.215738937,Isolation Forest,Original (No Sampling),#REF!,0.0,0,0.0056
ytUu2+NxgzPskFKJLmKKdQ==,/pB4wqNMeoQE3LEqlp0SkQ==,0,Payment Gateway,Transfer(C2B),2.04,1.0,,,BIO,2024-04-27T10:57:33.000+05:00,Suspended,Level 1,Product for L1 Registered Customer,Rule Profile for L1 Register Customer,Charge Profile for L1 Register Customer,0,0,1983,2025-07-22T08:15:00.000+05:00,1/1/1970,1/1/1970,ISLAMABAD ISLAMABAD,Customer Account,23,4,0,1,0,0,0,0.712949808,-1.0,-0.49,2,693.0,346.5,395.0,298.0,1,1,1,0,0,-0.997113997,2,0,2,700.89,350.445,350.44,400.17,300.72,1,1,1,3,1452.16,484.0533333,400.17,751.27,300.72,1,1,1,USSD_API,Payment Gateway,0.769230769,IBFT Outgoing Customer,Transfer(C2B),0.727272727,0,1,0,3,484.0533333,1.17,0.17,751.27,193.26344,484.0533333,751.27,0.6,30.0,1.0,0,22539,635,16,30,,,1,5,1,15,1,1,1,1,1,1,1,19,17,13,34,0,0.437355313,0.251902385,Isolation Forest,Original (No Sampling),#REF!,0.0,0,0.0056
06Ugz31vHHRh9bxWgJ2hEw==,/pB4wqNMeoQE3LEqlp0SkQ==,0,Payment Gateway,Transfer(C2B),0.0,399.0,,,NEW_JC_APP,2024-01-30T18:03:57.000+05:00,Active,Level 1,Product for Standard OMNO L1 Customer,Rule Profile for L1 Standard OMNO Customer,OMNO L1 for App and USSD,0,0,2004,2024-01-30T18:07:09.000+05:00,1/1/1970,1/1/1970,MIRPUR SAKRO THATTHA,Customer Account,18,5,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,,0.0,0.0,0.0,0,0,0,0,0.0,,0.0,0.0,0.0,0,0,0,Payment Gateway,Payment Gateway,0.0,Transfer(C2B),Transfer(C2B),0.0,0,0,0,0,,,0.0,0.0,,,0.0,1.0,0.0,3.0,0,756,635,16,30,,,3,0,1,44,1,0,0,0,0,0,0,14,17,28,34,0,0.436686968,0.254618861,Isolation Forest,Original (No Sampling),#REF!,0.0,0,0.0056
otDjGxgmj3Pst9qHypqo1g==,/QRlt6LP/rXls1Tn2L9dSA==,0,NEW_JC_APP,IBFT Outgoing Customer,5223.0,3000.0,,,NEW_JC_APP,2022-01-10T16:15:51.000+05:00,Active,Level 1,Product for L1 Registered Customer,Rule Profile for L1 Register Customer,Charge Profile for L1 Register Customer,0,0,1999,2022-08-15T19:05:11.000+05:00,1/1/1970,1/1/1970,LAHORE LAHORE,Customer Account,1,6,1,1,0,1,1,8.56082723,-3005.03,-0.57,6,25742.0,4290.333333,20400.0,2.0,4,2,4,0,1,-0.300753632,2,0,6,87352.24,14558.70667,9030.54,42372.09,3103.0,4,2,4,16,149769.55,9360.596875,4727.99,42372.09,1529.25,6,3,5,NEW_JC_APP,NEW_JC_APP,0.950980392,IBFT Outgoing Customer,Transfer(C2C),0.943298969,1,3,2,14,9360.596875,6225.91625,128.03,44272.09,9883.46923,8631.189231,42372.09,0.458333333,6.52173913,3.428571429,0,18968,485,14,14,,,3,0,1,15,1,2,4,2,4,3,5,12,15,13,35,0,0.450125067,0.200165388,Isolation Forest,Original (No Sampling),#REF!,0.011703147566075925,0,0.0056
orEYuxRrdAIVgex/Vgjo6Q==,/QRlt6LP/rXls1Tn2L9dSA==,0,NEW_JC_APP,IBFT Outgoing Customer,1811.43,1000.0,,,NEW_JC_APP,2024-12-02T15:41:18.000+05:00,Active,Level 1,Product for Asaan Digital Account,Rule Profile for Asaan DigitalCustomer,OMNO L1 for App and USSD,0,0,2002,2024-12-02T16:39:23.000+05:00,1/1/1970,1/1/1970,BANDA DAUD SHAH KARAK,Customer Account,22,3,0,1,0,0,0,7.501871867,-1002.71,-0.55,19,82005.0,4316.052632,8000.0,1.0,6,1,2,1,0,-0.768306811,4,7,19,1115340.86,58702.15053,5066.89,1026433.7,4.49,6,1,2,41,1238750.23,30213.42024,5066.89,1026433.7,4.49,13,1,3,NEW_JC_APP,NEW_JC_APP,0.0,IBFT Outgoing Customer,IBFT Outgoing Customer,0.971374046,0,22,14,27,30213.42024,26452.73976,1.16,1026434.7,157548.8666,30213.42024,1026433.7,0.681818182,3.558139535,6.285714286,0,18955,485,14,14,,,3,0,1,2,1,1,2,1,2,1,3,12,15,13,16,0,0.438905176,0.245606526,Isolation Forest,Original (No Sampling),#REF!,0.0,0,0.0056
orEYuxRrdAIVgex/Vgjo6Q==,/QRlt6LP/rXls1Tn2L9dSA==,0,NEW_JC_APP,IBFT Outgoing Customer,5106.54,5000.0,,,NEW_JC_APP,2024-12-02T15:41:18.000+05:00,Active,Level 1,Product for Asaan Digital Account,Rule Profile for Asaan DigitalCustomer,OMNO L1 for App and USSD,0,0,2002,2024-12-02T16:39:23.000+05:00,1/1/1970,1/1/1970,BANDA DAUD SHAH KARAK,Customer Account,15,6,1,0,1,0,0,8.538277351,-5007.35,-0.98,41,139822.0,3410.292683,7000.0,1.0,14,3,4,1,1,0.466149819,4,0,41,224280.31,5470.251463,5094.88,35367.35,0.0,14,3,4,53,344548.66,6500.918113,5142.59,53100.0,0.0,19,3,4,NEW_JC_APP,NEW_JC_APP,0.986347485,IBFT Outgoing Customer,IBFT Outgoing Customer,0.983453981,0,4,28,25,6500.918113,3575.715472,0.0,53101.0,8642.844753,6500.918113,53100.0,0.607594937,1.961538462,11.28571429,0,18955,485,14,14,,,3,0,1,2,1,3,4,3,4,3,4,12,15,13,16,0,0.4363755,0.255885137,Isolation Forest,Original (No Sampling),#REF!,0.0,0,0.0056
LKzmGy+nBzAx+s01TFr+6w==,/QRlt6LP/rXls1Tn2L9dSA==,0,NEW_JC_APP,IBFT Outgoing Customer,15416.92,15400.0,,,NEW_JC_APP,2025-01-22T16:15:11.000+05:00,Active,Level 1,Product for L1 Registered Customer,Rule Profile for L1 Register Customer,Charge Profile for L1 Register Customer,0,0,1992,2025-09-18T23:41:32.000+05:00,1/1/1970,1/1/1970,SAHIWAL,Customer Account,23,3,0,1,0,0,0,9.643220887,-15401.55,-0.99,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,,0.0,0.0,0.0,0,0,0,0,0.0,,0.0,0.0,0.0,0,0,0,NEW_JC_APP,NEW_JC_APP,0.6,IBFT Outgoing Customer,IBFT Outgoing Customer,0.666666667,0,0,0,0,,,0.0,0.0,,,0.0,0.666666667,3.5,3.0,0,8325,485,14,14,,,3,0,1,15,1,0,0,0,0,0,0,12,15,13,16,0,0.436223751,0.256502149,Isolation Forest,Original (No Sampling),#REF!,0.0,0,0.0056
uVRCJcKpfm4pW3X/cU8cmQ==,/QRlt6LP/rXls1Tn2L9dSA==,0,NEW_JC_APP,IBFT Outgoing Customer,10102.7,10000.0,,,BIO,2018-09-29T11:51:48.000+05:00,Active,Level 1,Product for L1 Registered Customer,Rule Profile for Asaan DigitalCustomer,Charge Profile for L1 Register Customer,0,0,1976,2025-01-07T10:14:47.000+05:00,1/1/1970,1/1/1970,JHANG JHANG,Customer Account,17,2,0,0,1,0,0,9.220557994,-10013.15,-0.99,17,84208.0,4953.411765,39000.0,1.0,7,1,4,1,0,1.018810564,1,16,17,177762.13,10456.59588,5182.94,42866.94,0.0,7,1,4,41,1190270.21,29030.98073,5179.94,928305.33,0.0,15,4,5,NEW_JC_APP,NEW_JC_APP,0.980652504,Transfer(C2C),Merchant Payment,0.979262673,1,16,35,6,29030.98073,26340.14902,0.0,928306.33,142476.3948,30369.18795,928305.33,0.383333333,1.813559322,12.0,0,20961,485,14,14,,,1,0,1,15,1,1,4,1,4,4,5,12,15,29,22,0,0.435553894,0.259226366,Isolation Forest,Original (No Sampling),#REF!,0.0,0,0.0056
zSNXVZS99+95aECNFX13OA==,/QRlt6LP/rXls1Tn2L9dSA==,0,NEW_JC_APP,IBFT Outgoing Customer,22385.03,4000.0,,,API,2025-04-12T10:39:50.000+05:00,Active,Level 1,Product for Minor Accounts,Rule Profile for L1 Standard OMNO Customer,OMNO L1 for App and USSD,0,0,0,2025-04-14T13:40:21.000+05:00,1/1/1970,1/1/1970,NAROWAL NAROWAL,Customer Account,9,5,0,0,1,0,0,10.01614771,-4006.19,-0.17,13,69890.0,5376.153846,22720.0,100.0,5,2,4,1,1,-0.255973673,2,0,13,147891.27,11376.25154,11679.21,22902.94,0.0,5,2,4,24,162005.02,6750.209167,1960.25,22902.94,0.0,9,2,5,NEW_JC_APP,NEW_JC_APP,0.963758389,IBFT Outgoing Customer,IBFT Outgoing Customer,0.951219512,0,8,18,6,6750.209167,3804.45,0.0,22902.94,8313.089552,7319.95,22902.94,0.580645161,5.233333333,4.428571429,0,22739,485,14,14,,,0,0,1,33,1,2,4,2,4,2,5,12,15,13,16,0,0.434838117,0.262138394,Isolation Forest,Original (No Sampling),#REF!,0.0,0,0.0056
84b8MtsRbICJBbkqJU6xsg==,/QRlt6LP/rXls1Tn2L9dSA==,0,USSD_API,IBFT Outgoing Customer,20727.56,15000.0,,,API,2024-01-02T18:46:34.000+05:00,Suspended,Level 1,Product for Minor Accounts,Rule Profile for L1 Register Customer,Charge Profile for L1 Register Customer,0,0,0,2025-09-16T11:02:58.000+05:00,1/1/1970,1/1/1970,KABEER WALA KHANEWAL,Customer Account,2,6,1,1,0,1,1,9.939219496,-15002.55,-0.72,3,39800.0,13266.66667,19800.0,10000.0,2,1,1,0,0,0.130653266,2,0,3,39893.81,13297.93667,10031.27,19831.27,10031.27,2,1,1,6,102913.2,17152.2,16006.27,31006.85,10031.27,5,2,2,Payment Gateway,USSD_API,0.943089431,Online Payment,IBFT Outgoing Customer,0.94017094,0,0,0,6,17152.2,4548.033333,31.27,31006.85,7135.37656,17152.2,31006.85,0.272727273,4.952380952,3.666666667,0,3612,485,22,14,,,0,5,1,33,1,1,1,1,1,2,2,14,23,20,16,0,0.455832008,0.177133671,Isolation Forest,Original (No Sampling),#REF!,0.0,0,0.0056
otDjGxgmj3Pst9qHypqo1g==,/QRlt6LP/rXls1Tn2L9dSA==,0,NEW_JC_APP,IBFT Outgoing Customer,10508.04,2000.0,,,NEW_JC_APP,2022-01-10T16:15:51.000+05:00,Active,Level 1,Product for L1 Registered Customer,Rule Profile for L1 Register Customer,Charge Profile for L1 Register Customer,0,0,1999,2022-08-15T19:05:11.000+05:00,1/1/1970,1/1/1970,LAHORE LAHORE,Customer Account,0,3,0,1,0,1,0,9.259895958,-2003.87,-0.19,9,14690.0,1632.222222,5000.0,200.0,5,2,3,0,1,0.225323349,4,3,9,140041.88,15560.20889,11378.04,75128.59,96.43,5,2,3,17,184827.05,10872.17941,10040.81,75128.59,1.7,6,3,4,NEW_JC_APP,NEW_JC_APP,0.96437659,IBFT Outgoing Customer,IBFT Outgoing Customer,0.960199005,3,5,6,11,10872.17941,9568.001176,1.7,75568.59,16937.96102,10764.78438,75128.59,0.533333333,5.379310345,4.285714286,0,18968,485,14,14,,,3,0,1,15,1,2,3,2,3,3,4,12,15,13,16,0,0.440987271,0.237156234,Isolation Forest,Original (No Sampling),#REF!,0.011703147566075925,0,0.0056
b3icBWq2aG9SKi8bLi7Njg==,/QRlt6LP/rXls1Tn2L9dSA==,0,NEW_JC_APP,IBFT Outgoing Customer,0.0,1999.0,,,API,2025-07-29T13:57:18.000+05:00,Active,Level 1,Product for Minor Accounts,Rule Profile for L1 Standard OMNO Customer,OMNO L1 for App and USSD,0,0,0,2025-07-29T14:04:42.000+05:00,1/1/1970,1/1/1970,SHORKOT JHANG,Customer Account,15,2,0,0,1,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,,0.0,0.0,0.0,0,0,0,0,0.0,,0.0,0.0,0.0,0,0,0,NEW_JC_APP,NEW_JC_APP,0.0,IBFT Outgoing Customer,IBFT Outgoing Customer,0.0,0,0,0,0,,,0.0,0.0,,,0.0,1.0,0.636363636,12.0,0,13951,485,14,14,,,0,0,1,33,1,0,0,0,0,0,0,12,15,13,16,0,0.438645933,0.246659286,Isolation Forest,Original (No Sampling),#REF!,0.0,0,0.0056
74C9V20FKehPQGG6IO3aXg==,/QRlt6LP/rXls1Tn2L9dSA==,0,NEW_JC_APP,IBFT Outgoing Customer,10295.58,6000.0,,,BIO,2025-03-11T10:45:31.000+05:00,Suspended,Level 1,Product for Asaan Digital Account,Rule Profile for Asaan DigitalCustomer,OMNO L1 for App and USSD,0,0,2006,2025-07-10T08:12:22.000+05:00,1/1/1970,1/1/1970,BANDA DAUD SHAH KARAK,Customer Account,9,5,0,0,1,0,0,9.239469957,-6008.51,-0.58,19,68899.0,3626.263158,20000.0,1.0,10,1,4,1,0,0.654595858,4,0,19,126338.22,6649.38,5324.98,20393.96,0.0,10,1,4,20,127538.8,6376.94,4119.77,20393.96,0.0,10,1,4,NEW_JC_APP,NEW_JC_APP,0.0,IBFT Outgoing Customer,IBFT Outgoing Customer,0.961702128,0,0,10,10,6376.94,2927.815,0.0,20393.96,6638.936946,6376.94,20393.96,0.5625,2.903225806,6.4,0,3291,485,14,14,,,1,5,1,2,1,1,4,1,4,1,4,12,15,13,16,0,0.435479471,0.259529092,Isolation Forest,Original (No Sampling),#REF!,0.0,0,0.0056
74C9V20FKehPQGG6IO3aXg==,/QRlt6LP/rXls1Tn2L9dSA==,0,NEW_JC_APP,IBFT Outgoing Customer,3342.74,3000.0,,,BIO,2025-03-11T10:45:31.000+05:00,Suspended,Level 1,Product for Asaan Digital Account,Rule Profile for Asaan DigitalCustomer,OMNO L1 for App and USSD,0,0,2006,2025-07-10T08:12:22.000+05:00,1/1/1970,1/1/1970,BANDA DAUD SHAH KARAK,Customer Account,13,2,0,0,1,0,0,8.114546109,-3005.03,-0.89,25,49894.0,1995.76,10000.0,1.0,13,2,4,1,1,0.503186756,1,15,25,409063.26,16362.5304,3631.95,126913.47,0.29,13,2,4,63,656976.96,10428.20571,5222.89,126913.47,0.0,28,2,5,NEW_JC_APP,NEW_JC_APP,0.986324466,IBFT Outgoing Customer,IBFT Outgoing Customer,0.9828,0,15,43,20,10428.20571,7682.412381,0.0,126914.47,21835.13725,10525.62274,126913.47,0.565789474,2.04,10.85714286,0,3291,485,14,14,,,1,5,1,2,1,2,4,2,4,2,5,12,15,13,16,0,0.43483203,0.262163162,Isolation Forest,Original (No Sampling),#REF!,0.0,0,0.0056
74C9V20FKehPQGG6IO3aXg==,/QRlt6LP/rXls1Tn2L9dSA==,0,NEW_JC_APP,IBFT Outgoing Customer,5324.27,5000.0,,,BIO,2025-03-11T10:45:31.000+05:00,Suspended,Level 1,Product for Asaan Digital Account,Rule Profile for Asaan DigitalCustomer,OMNO L1 for App and USSD,0,0,2006,2025-07-10T08:12:22.000+05:00,1/1/1970,1/1/1970,BANDA DAUD SHAH KARAK,Customer Account,16,4,0,0,1,0,0,8.580030893,-5007.35,-0.94,27,56911.0,2107.814815,5000.0,1.0,10,2,4,1,1,1.372124897,4,0,27,392252.7,14527.87778,3363.86,126913.47,6.62,10,2,4,53,517865.51,9771.047358,3368.89,126913.47,0.29,20,2,4,NEW_JC_APP,NEW_JC_APP,0.982504604,IBFT Outgoing Customer,IBFT Outgoing Customer,0.977763659,0,15,41,12,9771.047358,7362.424717,0.29,126914.47,22765.61941,9771.047358,126913.47,0.583333333,2.610169492,8.571428571,0,3291,485,14,14,,,1,5,1,2,1,2,4,2,4,2,4,12,15,13,16,0,0.433894774,0.265977925,Isolation Forest,Original (No Sampling),#REF!,0.0,0,0.0056
wcZtgrlcErakayEGdcrktA==,/d3gEBGlyOwSvnL68U5/rg==,0,NEW_JC_APP,Transfer(C2C),0.05,4500.0,,,API,2025-02-16T19:34:01.000+05:00,Active,Level 1,Product for Minor Accounts,Rule Profile for L1 Register Customer,Charge Profile for L1 Register Customer,0,0,0,2025-02-18T10:16:07.000+05:00,1/1/1970,1/1/1970,LAHORE CANTT LAHORE,Customer Account,14,4,0,0,1,0,0,0.0,4500.0,90000.0,5,17300.0,3460.0,7300.0,1000.0,1,1,1,0,0,0.300578035,1,0,5,3844.55,768.91,9.05,1910.6,7.15,1,1,1,8,8366.0,1045.75,617.15,3287.15,7.15,1,1,1,NEW_JC_APP,NEW_JC_APP,0.0,Transfer(C2C),Transfer(C2C),0.0,0,1,3,5,1045.75,5477.0,7.15,11067.15,1146.970343,1045.75,3287.15,1.0,17.55555556,1.428571429,0,21721,561,14,31,,,0,0,1,33,1,1,1,1,1,1,1,12,15,29,35,0,0.436954216,0.253532525,Isolation Forest,Original (No Sampling),#REF!,2.9462208732070354E-4,0,0.0056
